wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
cro,crow1244,Crow,47,-108,North America,Core Siouan,Siouan,False,False
ble,baou1238,Baule,7,-5,Africa,Kwa,Niger-Congo,False,False
aga,agar1252,Agarabi,-6.1666666667,146,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
gds,gads1258,Gadsup,-6.25,146,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
rsh,shug1248,Shughni,38.1666666667,71.5,Eurasia,Iranian,Indo-European,False,False
baf,bafu1246,Bafut,6.25,9.9166666667,Africa,Bantoid,Niger-Congo,False,False
kiq,kalm1243,Kalmyk (Issyk-Kul),42.4166666667,78.3333333333,Eurasia,Mongolic,Altaic,False,False
kmk,kalm1243,Kalmyk,44,83,Eurasia,Mongolic,Altaic,False,False
mnc,manc1252,Manchu,49.5,127.5,Eurasia,Tungusic,Altaic,False,False
beg,idaa1241,Begak-Ida'an,5.25,118.833333333,Papunesia,North Borneo,Austronesian,False,False
hya,haya1250,Haya,-2,31.5,Africa,Bantoid,Niger-Congo,False,False
sko,nucl1634,Skou,-2.6666666667,140.916666667,Papunesia,Western Skou,Skou,False,False
kwb,nucl1595,Kwerba,-2.25,138.5,Papunesia,Kwerba,Kwerba,False,False
mal,plat1254,Malagasy,-20,47,Africa,Barito,Austronesian,True,True
res,resi1247,Resígaro,-2.4166666667,-71.5,South America,Inland Northern Arawakan,Arawakan,False,False
khi,khin1240,Khinalug,41.1666666667,48.0833333333,Eurasia,Lezgic,Nakh-Daghestanian,False,False
ldn,ladi1250,Ladin,46.5833333333,11.9166666667,Eurasia,Romance,Indo-European,False,False
laz,lazz1240,Laz,41.5,41.5,Eurasia,Kartvelian,Kartvelian,False,False
bae,bare1276,Baré,1,-67,South America,Inland Northern Arawakan,Arawakan,False,False
plr,palo1243,Palor,14.8333333333,-16.75,Africa,Northern Atlantic,Niger-Congo,False,False
ttn,tetu1245,Tetun,-9,126,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
acl,acol1236,Acholi,3,32.6666666667,Africa,Nilotic,Eastern Sudanic,False,False
lho,lhom1239,Lhomi,27.6666666667,87.4166666667,Eurasia,Bodic,Sino-Tibetan,False,False
skk,sikk1242,Sikkimese,27.8333333333,88.5,Eurasia,Bodic,Sino-Tibetan,False,False
nnd,nend1239,Nend,-5,144.916666667,Papunesia,Madang,Trans-New Guinea,False,False
asu,toca1235,Asuriní,-3.5,-49.5,South America,Tupi-Guaraní,Tupian,False,False
akw,akaw1239,Akawaio,6,-59.5,South America,Cariban,Cariban,False,False
klm,klam1254,Klamath,42.5,-121.5,North America,Klamath-Modoc,Penutian,False,False
mir,miri1266,Miriwung,-15.6666666667,129,Australia,Jarrakan,Jarrakan,False,False
tns,sout2869,Tanna (Southwest),-19.5666666667,169.333333333,Papunesia,Oceanic,Austronesian,False,False
wer,weri1253,Weri,-7.75,146.916666667,Papunesia,Goilalan,Trans-New Guinea,False,False
kam,kamb1299,Kambera,-9.8333333333,120.166666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
mom,nucl1452,Mombum,-8.25,138.75,Papunesia,Mombum,Mombum,False,False
prc,pare1272,Paresi,-14,-57.5,South America,Central Arawakan,Arawakan,False,False
all,lala1268,Ala'ala,-8.9166666667,146.75,Papunesia,Oceanic,Austronesian,False,False
yaz,yazg1240,Yazgulyam,38.5,71.5,Eurasia,Iranian,Indo-European,False,False
ccm,coma1246,Chinantec (Comaltepec),17.5833333333,-96.4166666667,North America,Chinantecan,Oto-Manguean,False,False
cle,leal1235,Chinantec (Lealao),17.3333333333,-95.9166666667,North America,Chinantecan,Oto-Manguean,False,True
cpl,pala1351,Chinantec (Palantla),18.8333333333,-96.75,North America,Chinantecan,Oto-Manguean,False,False
chq,quio1240,Chinantec (Quiotepec),17.5833333333,-96.6666666667,North America,Chinantecan,Oto-Manguean,False,False
csc,soch1239,Chinantec (Sochiapan),17.75,-96.6666666667,North America,Chinantecan,Oto-Manguean,False,False
cte,tepe1279,Chinantec (Tepetotutla),17.8333333333,-96.5,North America,Chinantecan,Oto-Manguean,False,False
csf,usil1237,Chinantec (San Felipe Usila),17.9166666667,-96.5,North America,Chinantecan,Oto-Manguean,False,False
ndt,ndut1239,Ndut,14.9166666667,-16.9166666667,Africa,Northern Atlantic,Niger-Congo,False,False
bus,busa1253,Busa,9.6666666667,4,Africa,Eastern Mande,Mande,False,False
mpa,murr1258,Murrinh-Patha,-14.6666666667,129.666666667,Australia,Murrinh-Patha,Southern Daly,False,False
awk,pong1250,Akwa,10.0833333333,6.3333333333,Africa,Kainji,Niger-Congo,False,False
kae,kaki1249,Kaki Ae,-8,145.833333333,Papunesia,Tate,Eleman,False,False
kgi,wame1240,Konyagi,12.5,-13.25,Africa,Northern Atlantic,Niger-Congo,False,False
wra,wara1303,Warao,9.3333333333,-61.6666666667,South America,Warao,Warao,True,True
apw,west2615,Apache (Western),33.75,-110,North America,Athapaskan,Na-Dene,False,False
bas,basa1284,Basaá,3.9166666667,10.5,Africa,Bantoid,Niger-Congo,False,False
jak,popt1235,Jakaltek,15.6666666667,-91.6666666667,North America,Mayan,Mayan,True,True
aym,cent2142,Aymara (Central),-17,-69,South America,Aymaran,Aymaran,False,True
bvi,bali1280,Bali-Vitu,-4.9,149.116666667,Papunesia,Oceanic,Austronesian,False,False
hup,hupa1239,Hupa,41.0833333333,-123.666666667,North America,Athapaskan,Na-Dene,False,False
twa,twan1247,Twana,47.6666666667,-122.75,North America,Central Salish,Salishan,False,False
wap,wapp1239,Wappo,38.5,-122.5,North America,Wappo,Wappo-Yukian,False,False
taf,sapo1253,Taiof,-5.5333333333,154.633333333,Papunesia,Oceanic,Austronesian,False,False
sin,sion1247,Siona,0.3333333333,-76.25,South America,Tucanoan,Tucanoan,False,False
ong,onge1236,Onge,10.75,92.4166666667,Eurasia,South Andamanese,South Andamanese,False,False
gmw,guma1254,Gumawana,-9.25,150.833333333,Papunesia,Oceanic,Austronesian,False,False
nmb,sout2994,Nambikuára (Southern),-14,-59.5,South America,Nambikuaran,Nambikuaran,False,False
eny,enya1247,Enya,-0.5,25.25,Africa,Bantoid,Niger-Congo,False,False
cjo,chic1272,Chichimeca-Jonaz,21.6666666667,-100.5,North America,Chichimec,Oto-Manguean,False,False
krq,kere1280,Kerek,62.25,175,Eurasia,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,False,False
miy,miya1266,Miya,10.9166666667,9.6666666667,Africa,West Chadic,Afro-Asiatic,False,False
ish,sang1236,Ishkashmi,37,72,Eurasia,Iranian,Indo-European,False,False
mas,masa1322,Masa,10.5,15.5,Africa,Masa,Afro-Asiatic,False,False
tuv,tuvi1240,Tuvan,52,95,Eurasia,Turkic,Altaic,False,False
knw,nort2951,Konkow,39.5,-121.5,North America,Maiduan,Penutian,False,False
tho,thom1243,Thompson,49.75,-121.75,North America,Interior Salish,Salishan,False,False
svs,savo1255,Savosavo,-9.1333333333,159.8,Papunesia,Savosavo,Solomons East Papuan,False,False
omi,omie1241,Ömie,-9.05,148.083333333,Papunesia,Koiarian,Trans-New Guinea,False,False
fye,fyam1238,Fyem,9.5833333333,9.3333333333,Africa,Platoid,Niger-Congo,False,False
try,tiru1241,Tiruray,6.75,124.166666667,Papunesia,Bilic,Austronesian,False,False
bsh,bush1247,Bushoong,-4.5,21.5,Africa,Bantoid,Niger-Congo,False,False
baa,bara1377,Barai,-9.3333333333,148.083333333,Papunesia,Koiarian,Trans-New Guinea,False,False
kmb,ndei1235,Kombai,-5.5833333333,140,Papunesia,Awju-Dumut,Trans-New Guinea,False,False
bez,bezh1248,Bezhta,42.0833333333,46.1666666667,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,False
phl,pwon1235,Phlong,15,99,Eurasia,Karen,Sino-Tibetan,False,False
sur,surs1246,Sursurunga,-4,152.766666667,Papunesia,Oceanic,Austronesian,False,False
orl,orok1267,Orokolo,-7.8333333333,145.333333333,Papunesia,Eleman Proper,Eleman,False,False
jia,jiar1239,Jiarong,31.5,102,Eurasia,rGyalrong,Sino-Tibetan,False,False
rsu,roma1326,Romansch (Sursilvan),46.6666666667,8.8333333333,Eurasia,Romance,Indo-European,False,False
rsm,roma1326,Romansch (Surmeiran),46.5833333333,9.75,Eurasia,Romance,Indo-European,False,False
rsc,roma1326,Romansch (Scharans),46.75,9.5,Eurasia,Romance,Indo-European,False,False
rmc,roma1326,Romansch,46.6666666667,9.1666666667,Eurasia,Romance,Indo-European,False,False
juh,juho1239,Ju|'hoan,-19,21,Africa,Ju-Kung,Kxa,False,True
xun,kung1261,!Xun (Ekoka),-19.6666666667,18,Africa,Ju-Kung,Kxa,False,False
ngd,ngad1261,Ngad'a,-8.8333333333,121,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
tpt,tapi1253,Tapieté,-19.75,-61.6666666667,South America,Tupi-Guaraní,Tupian,False,False
sge,song1303,Songe,-6.8333333333,22,Africa,Bantoid,Niger-Congo,False,False
lkk,lakk1238,Lakkia,24.0833333333,110.166666667,Eurasia,Kadai,Tai-Kadai,False,False
kjn,kunj1245,Kunjen,-16.5,142.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
fas,fasu1242,Fasu,-6.5833333333,143.333333333,Papunesia,Fasu,Trans-New Guinea,False,False
bor,bora1263,Bora,-2.1666666667,-72.3333333333,South America,Boran,Huitotoan,False,False
cmr,mara1382,Chin (Mara),23,93.1666666667,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
naj,lish1245,Neo-Aramaic (Arbel Jewish),31.75,35,Eurasia,Semitic,Afro-Asiatic,False,False
naa,chal1275,Neo-Aramaic (Amadiya),37,43,Eurasia,Semitic,Afro-Asiatic,False,False
nap,lish1246,Neo-Aramaic (Persian Azerbaijan),38,47,Eurasia,Semitic,Afro-Asiatic,False,False
amn,aman1265,Amanab,-3.5833333333,141.25,Papunesia,Border,Border,False,False
dma,duma1253,Duma,-0.95,13,Africa,Bantoid,Niger-Congo,False,False
mem,mane1266,Manem,-3,140.833333333,Papunesia,Border,Border,False,False
blz,bala1300,Balanta,12.25,-15.3333333333,Africa,Northern Atlantic,Niger-Congo,False,False
brm,nucl1310,Burmese,21,96,Eurasia,Burmese-Lolo,Sino-Tibetan,True,True
tec,tekt1235,Tectiteco,15.4166666667,-92.0833333333,North America,Mayan,Mayan,False,False
lou,louu1245,Lou,-2.3833333333,147.316666667,Papunesia,Oceanic,Austronesian,False,False
bse,cent2194,Berber (Ayt Seghrouchen Middle Atlas),33.3333333333,-4.6666666667,Africa,Berber,Afro-Asiatic,False,False
bma,cent2194,Berber (Middle Atlas),33,-5,Africa,Berber,Afro-Asiatic,True,True
yct,yuca1254,Yucatec,20,-89,North America,Mayan,Mayan,False,False
mti,bari1297,Barí,9,-73,South America,Motilon,Chibchan,False,False
coe,coeu1236,Coeur d'Alene,47.25,-116.5,North America,Interior Salish,Salishan,False,False
tep,tlac1235,Tepehua (Tlachichilco),20.5833333333,-98.25,North America,Totonacan,Totonacan,False,False
kkp,kara1467,Karakalpak,43,60,Eurasia,Turkic,Altaic,False,False
dni,lowe1415,Dani (Lower Grand Valley),-4.3333333333,138.833333333,Papunesia,Dani,Trans-New Guinea,True,True
gyb,guay1257,Guayabero,2.8333333333,-72,South America,Guahiban,Guahiban,False,False
oss,osse1243,Ossetic,43,44,Eurasia,Iranian,Indo-European,False,False
bga,beng1282,Benga,1.1666666667,9.4166666667,Africa,Bantoid,Niger-Congo,False,False
bia,bila1255,Bira,1,28.75,Africa,Bantoid,Niger-Congo,False,False
tmr,temi1246,Temiar,5,101.5,Eurasia,Aslian,Austro-Asiatic,False,False
frd,ford1242,Fordata,-6.75,131.5,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
kei,keii1239,Kei,-5.8333333333,132.916666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
kyp,kaya1330,Kayapó,-9,-52,South America,Ge-Kaingang,Macro-Ge,False,False
khu,khum1248,Khumi,21.9166666667,92.4166666667,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
tbr,taba1263,Tabaru,1.5,127.25,Papunesia,North Halmaheran,West Papuan,False,False
bto,bata1289,Batak (Toba),2.5,99,Papunesia,Northwest Sumatra-Barrier Islands,Austronesian,False,False
mdr,nucl1460,Madurese,-7,113.5,Papunesia,Malayo-Sumbawan,Austronesian,False,False
tga,tang1348,Tangga,-3.4666666667,153.2,Papunesia,Oceanic,Austronesian,False,False
ktc,katc1249,Katcha,10.8333333333,29.6666666667,Africa,Kadugli,Kadu,False,False
ywr,yawu1244,Yawuru,-18,122.5,Australia,Nyulnyulan,Nyulnyulan,False,False
frw,west2354,Frisian (Western),53,6,Eurasia,Germanic,Indo-European,False,False
fno,nort2626,Frisian (North),54.5,9,Eurasia,Germanic,Indo-European,False,False
fea,east2288,Frisian (Eastern),53.5833333333,7.5,Eurasia,Germanic,Indo-European,False,False
fri,east2288,Frisian,53,5,Eurasia,Germanic,Indo-European,False,False
bmr,buru1306,Burum,-6.5,147.333333333,Papunesia,Finisterre-Huon,Trans-New Guinea,False,False
cap,capa1241,Capanahua,-7,-74,South America,Panoan,Panoan,False,False
yag,yagu1244,Yagua,-3.5,-72,South America,Peba-Yaguan,Peba-Yaguan,True,True
tmm,malo1243,Tamabo,-15.6666666667,167.166666667,Papunesia,Oceanic,Austronesian,False,False
gdk,pott1240,Gadaba (Kondekor),18.75,83.5,Eurasia,Central Dravidian,Dravidian,False,False
squ,squa1248,Squamish,49.6666666667,-123.166666667,North America,Central Salish,Salishan,False,True
kbw,bwek1238,Karen (Bwe),19.5,97,Eurasia,Karen,Sino-Tibetan,False,False
kay,kaya1319,Kayardild,-17.05,139.5,Australia,Tangkic,Tangkic,True,True
cic,nyan1308,Chichewa,-14,34,Africa,Bantoid,Niger-Congo,False,False
wmu,wikm1247,Wik Munkan,-13.9166666667,141.75,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
taj,taji1245,Tajik,38.6666666667,70,Eurasia,Iranian,Indo-European,False,False
ksm,kase1253,Kasem,11.25,-1.25,Africa,Gur,Niger-Congo,False,False
xoo,xooo1239,!Xóõ,-24,21.5,Africa,Tu,Tu,False,False
her,here1253,Herero,-20.5833333333,19,Africa,Bantoid,Niger-Congo,False,False
mke,meke1243,Mekeo,-8.3333333333,146.5,Papunesia,Oceanic,Austronesian,False,False
suk,suki1245,Suki,-8,141.75,Papunesia,Suki,Gogodala-Suki,False,False
zqs,high1276,Popoluca (Sierra),18.3333333333,-95.1666666667,North America,Mixe-Zoque,Mixe-Zoque,False,False
yil,yill1241,Yil,-3.5333333333,142.15,Papunesia,Wapei-Palei,Torricelli,False,False
chk,chuk1273,Chukchi,67,-173,Eurasia,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,True,True
fiw,west2519,Fijian (Wayan),-17,177.3,Papunesia,Oceanic,Austronesian,False,False
fij,fiji1243,Fijian,-17.8333333333,178,Papunesia,Oceanic,Austronesian,True,True
dyi,dyir1250,Dyirbal,-17.8333333333,145.583333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
bii,biri1256,Biri,-20.5,146.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
cme,east2563,Cham (Eastern),11.3333333333,108.5,Eurasia,Malayo-Sumbawan,Austronesian,False,False
jom,talo1250,Jomang,10.5833333333,30.5,Africa,Talodi,Kordofanian,False,False
bal,bali1278,Balinese,-8.3333333333,115.25,Papunesia,Malayo-Sumbawan,Austronesian,False,False
knk,dera1248,Kanakuru,10,12,Africa,West Chadic,Afro-Asiatic,False,False
bam,bamb1269,Bambara,12.5,-7.5,Africa,Western Mande,Mande,False,True
mds,mala1481,Manadonese,1.5,124.833333333,Papunesia,Malayo-Sumbawan,Austronesian,False,False
ktp,mala1479,Ketapang,-1.8666666667,110,Eurasia,Malayo-Sumbawan,Austronesian,False,False
myk,mala1479,Malay (Kuala Lumpur),3.1666666667,101.7,Eurasia,Malayo-Sumbawan,Austronesian,False,False
kuy,teng1267,Kutai,-0.3333333333,116.666666667,Papunesia,Malayo-Sumbawan,Austronesian,False,False
mly,stan1306,Malay,3,102,Eurasia,Malayo-Sumbawan,Austronesian,False,False
nnn,nort2784,Nuni (Northern),12.1666666667,-3,Africa,Gur,Niger-Congo,False,False
sod,kist1241,Soddo,8.5,38.5,Africa,Semitic,Afro-Asiatic,False,False
ixi,ixil1251,Ixil,15.5,-91,North America,Mayan,Mayan,False,False
mdz,mada1282,Mada (in Nigeria),8.75,8.25,Africa,Platoid,Niger-Congo,False,False
hav,hava1248,Havasupai,35.75,-112.5,North America,Yuman,Hokan,False,False
tik,tika1246,Tikar,5.8333333333,11.6666666667,Africa,Bantoid,Niger-Congo,False,False
sun,sund1252,Sundanese,-7,107,Papunesia,Malayo-Sumbawan,Austronesian,False,False
lml,nucl1327,Limilngan,-12.5,131.916666667,Australia,Limilngan,Darwin Region,False,False
yel,yele1255,Yelî Dnye,-11.3666666667,154.166666667,Papunesia,Yele,Yele,False,False
kwn,kwan1273,Kwangali,-18,19.5,Africa,Bantoid,Niger-Congo,False,False
nge,ngem1255,Ngemba,6.2,10,Africa,Bantoid,Niger-Congo,False,False
mbu,mana1298,Manambu,-4.25,142.833333333,Papunesia,Middle Sepik,Sepik,False,False
thw,thao1240,Thao,23.8833333333,120.916666667,Papunesia,Western Plains Austronesian,Austronesian,False,False
kwr,kwam1252,Kwamera,-19.5833333333,169.416666667,Papunesia,Oceanic,Austronesian,False,False
rmb,remb1249,Rembarnga,-12.8333333333,134.583333333,Australia,Rembarnga,Gunwinyguan,False,False
mri,moro1289,Moraori,-8.5833333333,140.666666667,Papunesia,Moraori,Moraori,False,False
bdc,berb1259,Berbice Dutch Creole,5.3333333333,-58,South America,Creoles and Pidgins,other,False,False
aji,ajie1238,Ajië,-21.3333333333,165.5,Papunesia,Oceanic,Austronesian,False,False
pag,pagu1249,Pagu,1.25,127.75,Papunesia,North Halmaheran,West Papuan,False,False
khw,khow1242,Khowar,36,72,Eurasia,Indic,Indo-European,False,False
mnt,ment1249,Mentawai,-1.5,99,Papunesia,Northwest Sumatra-Barrier Islands,Austronesian,False,False
nde,nand1264,Nande,-0.0833333333,29.1666666667,Africa,Bantoid,Niger-Congo,False,False
mos,mose1249,Mosetén,-14.75,-67.8333333333,South America,Mosetenan,Mosetenan,False,False
kpe,libe1247,Kpelle,7,-10,Africa,Western Mande,Mande,False,False
ore,orej1242,Orejón,-2.8333333333,-72.5,South America,Tucanoan,Tucanoan,False,False
iso,isok1239,Isoko,5.5,6.25,Africa,Edoid,Niger-Congo,False,False
muo,muon1246,Muong,20.5,105.083333333,Eurasia,Viet-Muong,Austro-Asiatic,False,True
src,sars1236,Sarcee,52.5,-116,North America,Athapaskan,Na-Dene,False,False
ndy,ndyu1242,Ndyuka,4.5,-54.5,South America,Creoles and Pidgins,other,False,True
kaz,kaza1248,Kazakh,50,70,Eurasia,Turkic,Altaic,False,False
tow,sout2797,Toussian (Win),10.8333333333,-4.6666666667,Africa,Gur,Niger-Congo,False,False
tou,tusi1238,Toussian,11,-4.6666666667,Africa,Gur,Niger-Congo,False,False
hay,wayu1241,Hayu,27.25,86,Eurasia,Mahakiranti,Sino-Tibetan,False,False
ron,ronn1241,Ron,9,8.75,Africa,West Chadic,Afro-Asiatic,False,False
rnd,rund1242,Rundi,-3.5,30,Africa,Bantoid,Niger-Congo,False,False
mlt,malt1254,Maltese,35.9166666667,14.4166666667,Eurasia,Semitic,Afro-Asiatic,False,False
dua,dual1243,Duala,4,9.4166666667,Africa,Bantoid,Niger-Congo,False,False
cad,cadd1256,Caddo,33.3333333333,-93.5,North America,Caddoan,Caddoan,False,False
xam,xamm1241,/Xam,-31,21,Africa,Tu,Tu,False,False
izi,izie1238,Izi,6.3333333333,8,Africa,Igboid,Niger-Congo,False,False
sir,siar1238,Siar,-4.6666666667,152.916666667,Papunesia,Oceanic,Austronesian,False,False
noo,noon1242,Noon,14.8333333333,-16.8333333333,Africa,Northern Atlantic,Niger-Congo,False,False
blr,bela1254,Belorussian,54,28,Eurasia,Slavic,Indo-European,False,False
bnw,bani1255,Baniwa,2.6666666667,-66.8333333333,South America,Alto-Orinoco,Arawakan,False,False
wak,wakh1245,Wakhi,36.5,72,Eurasia,Iranian,Indo-European,False,False
beo,beot1247,Beothuk,48,-57,North America,Beothuk,Beothuk,False,False
gur,guru1261,Gurung,28.3333333333,84.3333333333,Eurasia,Bodic,Sino-Tibetan,False,False
als,alse1251,Alsea,44.6666666667,-123.916666667,North America,Alsea,Oregon Coast,False,False
yrc,yura1255,Yuracare,-16.5833333333,-65.25,South America,Yuracare,Yuracare,False,False
nkk,naka1260,Nakkara,-12.1166666667,134.416666667,Australia,Nakkara,Mangrida,False,False
osa,osag1243,Osage,37,-94,North America,Core Siouan,Siouan,False,False
amr,moro1292,Arabic (Moroccan),34,-6,Africa,Semitic,Afro-Asiatic,False,False
atu,tuni1259,Arabic (Tunisian),36.75,10.25,Africa,Semitic,Afro-Asiatic,False,False
ael,liby1240,Arabic (Eastern Libyan),32,22,Africa,Semitic,Afro-Asiatic,False,False
abb,chad1249,Arabic (Chadian),13.8333333333,20.8333333333,Africa,Semitic,Afro-Asiatic,False,False
arn,chad1249,Arabic (Borno Nigerian),8.5833333333,12.4166666667,Africa,Semitic,Afro-Asiatic,False,False
pak,paka1251,Pakanha,-14.5,142.416666667,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
scs,sout2674,Saami (Central-South),64.6666666667,16.75,Eurasia,Saami,Uralic,False,False
gdr,gida1247,Gidar,10,14,Africa,Biu-Mandara,Afro-Asiatic,False,False
chv,chuv1255,Chuvash,55.5,47.5,Eurasia,Turkic,Altaic,False,False
mby,mbay1241,Mbay,8.25,17.5,Africa,Bongo-Bagirmi,Central Sudanic,False,False
gbk,nort2775,Gbaya Kara,6,15,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
gbb,gbay1287,Gbeya Bossangoa,6.6666666667,17.5,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
mdo,gbay1281,Mbodomo,4.5,15.5,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
neg,negi1245,Negidal,53,139,Eurasia,Tungusic,Altaic,False,False
duk,huns1239,Duka,11.1666666667,5.0833333333,Africa,Kainji,Niger-Congo,False,False
tgw,west2538,Tarangan (West),-6.5,134.166666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
bco,bell1243,Bella Coola,52.5,-126.666666667,North America,Bella Coola,Salishan,False,False
ban,bana1305,Bana,10.4166666667,13.5833333333,Africa,Biu-Mandara,Afro-Asiatic,False,False
bka,baka1274,Baka (in South Sudan),4.8333333333,29.25,Africa,Bongo-Bagirmi,Central Sudanic,False,False
bak,baka1272,Baka (in Cameroon),2.5833333333,13.5833333333,Africa,Ubangi,Niger-Congo,False,False
sol,even1259,Solon,48,120,Eurasia,Tungusic,Altaic,False,False
tub,tuba1279,Tubar,27,-108,North America,Tubar,Uto-Aztecan,False,False
kwz,kwaz1243,Kwaza,-12.5833333333,-60.6666666667,South America,Kwaza,Kwaza,False,False
kek,kekc1242,K'ekchí,16,-89.8333333333,North America,Mayan,Mayan,False,False
zhn,guib1245,Zhuang (Northern),24,108,Eurasia,Kam-Tai,Tai-Kadai,False,False
tnc,tana1290,Tanacross,63.5,-143.5,North America,Athapaskan,Na-Dene,False,False
dag,daga1275,Daga,-10,149.333333333,Papunesia,Dagan,Dagan,True,True
adi,adio1239,Adioukrou,5.4166666667,-4.5833333333,Africa,Kwa,Niger-Congo,False,False
